Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,RAnkleAbduction,Person
0,4.87,327.18,41.23,0,368.41,0,-0.894666,-1.845384,11.084096,1
0,4.88,329.84,39.9,0,369.74,0,-0.906762,-1.864529,11.114757,1
0,4.89,329.84,39.9,0,369.74,0,-0.924293,-1.858845,11.093415,1
0,4.9,329.84,39.9,0,369.74,0,-0.869361,-2.025841,11.028081,1
0,4.91,329.84,37.24,0,367.08,0,-0.903144,-2.112766,10.987301,1
0,4.92,329.84,37.24,0,367.08,0,-1.043134,-1.817707,11.1279,1
0,4.93,332.5,37.24,0,369.74,0,-1.02434,-1.790661,11.158965,1
0,4.94,332.5,37.24,0,369.74,0,-1.123863,-1.762054,11.166681,1
0,4.95,332.5,37.24,0,369.74,0,-1.12528,-1.756448,11.152767,1
0,4.96,332.5,37.24,0,369.74,0,-1.141323,-1.755551,11.163366,1
0,4.97,332.5,34.58,0,367.08,0,-1.085858,-1.510514,10.818795,1
0,4.98,332.1,33.75,0,365.85,0,-1.149257,-1.687768,11.070433,1
0,4.99,332.1,32.4,0,364.5,0,-1.055848,-1.483735,10.729062,1
0,5,334.8,33.75,0,368.55,0,-1.14218,-1.509203,10.923382,1
